方法   pt:6576.291440427422    sum:31635
谄媚   pt:439.86779560309174    sum:1064
带动   pt:439.63842229907453    sum:6245
撤销   pt:439.20437457279627    sum:1059
生育   pt:438.2468864468794    sum:1269
预示   pt:437.86080586080345    sum:1143
集市   pt:436.3565079365005    sum:1166
忍受   pt:435.6250404250408    sum:1098
纠缠   pt:434.9685439560461    sum:1156
插   pt:434.46366459627217    sum:835
行列   pt:433.37606068988464    sum:1252
总数   pt:432.89173789173833    sum:723
克制   pt:432.5659340659338    sum:955
像   pt:432.3667591467987    sum:872
敝   pt:432.10331231426494    sum:2051
起草   pt:431.71065182829915    sum:856
比重   pt:431.4187403993892    sum:1482
游览   pt:430.9080055210484    sum:1779
不解   pt:429.1307977736543    sum:1021
抱歉   pt:429.0392156862739    sum:980
房屋   pt:427.8031249105223    sum:1346
跨   pt:427.3686274509821    sum:924
杂乱   pt:427.1608465608487    sum:1288
灵巧   pt:425.3666666666633    sum:1414
沾光   pt:424.97101449275397    sum:699
能手   pt:424.8402597402602    sum:927
日光   pt:424.8247086247085    sum:847
轻佻   pt:424.693458289366    sum:1228
病愈   pt:424.65280313082155    sum:1060
便利   pt:423.7200263504612    sum:740
庸俗   pt:421.64367167919596    sum:1427
否认   pt:421.6086469086465    sum:857
强迫   pt:421.5471380471352    sum:1060
家产   pt:421.3513513513554    sum:1124
派遣   pt:421.0266955266952    sum:1142
制图   pt:420.57076525624905    sum:764
意志   pt:420.5565217391323    sum:637
实现   pt:420.2796238244512    sum:820
会议   pt:419.3101981352022    sum:1748
遗留   pt:418.77508417508716    sum:798
合算   pt:418.537525703115    sum:2716
报道   pt:417.27518620720775    sum:2123
贸易   pt:414.1446215498147    sum:843
思想意识   pt:414.08294687768347    sum:805
可口   pt:412.6451743013539    sum:1263
成名   pt:411.8948051948039    sum:852
原因   pt:411.2782468402088    sum:6733
屈服   pt:410.59523809523813    sum:1161
容纳   pt:408.94444444444423    sum:831
痛   pt:408.16209008382924    sum:765
评议   pt:407.92424242424266    sum:753
诀窍   pt:406.5414422179152    sum:1053
喷   pt:406.3952380952377    sum:914
抗拒   pt:404.52676518883436    sum:804
鄙视   pt:404.2179487179477    sum:931
打扮   pt:403.7622189638308    sum:875
担心   pt:403.22022648082446    sum:2909
排列   pt:402.1699699699691    sum:978
照顾   pt:401.75523504273144    sum:1369
针对   pt:401.286916705254    sum:898
怀疑   pt:401.27619047618646    sum:1923
丰富   pt:400.4916879795387    sum:1135
跳   pt:400.4696969696973    sum:899
听   pt:398.2374331550802    sum:710
布局   pt:397.9149416475012    sum:786
妹   pt:396.20907491201604    sum:945
可爱   pt:395.15796703296706    sum:1301
被   pt:392.24197817449607    sum:4064
礼仪   pt:391.9929347826084    sum:848
驾驶   pt:390.6593510363598    sum:1361
顾客   pt:389.82717692935137    sum:728
气候   pt:389.0808590102704    sum:821
交际   pt:388.1084787092665    sum:1990
战败   pt:386.6696227748839    sum:1139
矮   pt:385.74661732701526    sum:1006
脱离   pt:385.67619047619075    sum:817
偶然   pt:384.09523809523864    sum:925
色情   pt:382.5574229691881    sum:812
放松   pt:380.9595959595951    sum:856
倒霉   pt:380.38369963369996    sum:951
温柔   pt:375.1968954248367    sum:941
忍耐   pt:375.0468899521527    sum:756
锻炼   pt:374.90522875816987    sum:732
机件   pt:374.82137252460006    sum:736
晒   pt:374.7342780027007    sum:785
面子   pt:373.80797541104573    sum:2507
回   pt:372.686424242424    sum:616
矛盾   pt:372.10249875062664    sum:1111
推荐   pt:370.4273961948426    sum:3493
仍   pt:370.1333333333314    sum:928
粉刷   pt:369.44904240766067    sum:1019
深度   pt:367.37757760738054    sum:3371
缓   pt:366.9904761904762    sum:722
收获   pt:366.3566983496532    sum:2167
演变   pt:365.900432900433    sum:565
粗暴   pt:365.0782828282798    sum:853
角度   pt:364.6349558691337    sum:2863
慌张   pt:363.5157509157492    sum:1083
算   pt:363.48515519567906    sum:1059
冷却   pt:360.6253753753723    sum:1239
骄傲   pt:360.2224089635866    sum:1107
活泼   pt:358.91626262626284    sum:691
倒塌   pt:358.8428571428592    sum:829
孤单   pt:358.2453494218191    sum:841
钳制   pt:358.14853479853457    sum:720
愿望   pt:357.7879699248114    sum:778
就职   pt:357.21999999999997    sum:563
安慰   pt:356.99484848484826    sum:896
兄弟   pt:356.4137426900569    sum:709
航空   pt:356.17371875436436    sum:721
头   pt:356.05254515599427    sum:789
轻松   pt:355.8793693693695    sum:1653
危险   pt:354.8238812183467    sum:2075
演讲   pt:354.38237459135445    sum:1174
受惊   pt:352.3095238095247    sum:894
结构   pt:351.4540616312423    sum:2579
时候   pt:351.16783216783165    sum:767
过分   pt:351.07447464815806    sum:894
玩具   pt:350.98405797101395    sum:675
跑   pt:349.7113553113544    sum:694
打架   pt:349.1999999999997    sum:855
星辰   pt:347.88278388278377    sum:733
耻笑   pt:347.35170711641393    sum:824
长辈   pt:346.56302294197013    sum:682
订约   pt:346.3619047619048    sum:723
穿   pt:346.1324675324686    sum:833
小人物   pt:346.0699999999995    sum:768
明显   pt:345.25786966656597    sum:969
特辑   pt:345.06565656565544    sum:629
畅通   pt:343.8293819655476    sum:1411
溢   pt:343.32500000000016    sum:680
陷于   pt:341.9889952153156    sum:1522
衰落   pt:341.9848484848487    sum:867
犹豫   pt:340.18772893772865    sum:926
涨   pt:339.94920634920607    sum:822
可惜   pt:338.0190476190485    sum:834
转告   pt:337.7734265734271    sum:828
口气   pt:335.08888888888936    sum:820
相隔   pt:334.3088111888147    sum:1279
庄严   pt:333.96625258798906    sum:1031
提   pt:333.78333333333427    sum:614
口   pt:333.67331721692966    sum:1007
剪   pt:333.625334476398    sum:686
散发   pt:333.36428571428576    sum:544
约定   pt:332.919047619048    sum:641
正派   pt:332.88291316526534    sum:742
调剂   pt:332.58668730650277    sum:661
房间   pt:332.01008788293416    sum:1145
匹敌   pt:331.8571428571429    sum:608
愤怒   pt:331.50158730158495    sum:826
背井离乡   pt:331.4222222222219    sum:543
产品   pt:330.9543156672182    sum:3463
头领   pt:330.2857142857152    sum:491
担任   pt:329.963419913418    sum:1121
混淆   pt:329.9149051490515    sum:779
大   pt:329.73015873015754    sum:835
树林   pt:329.34323461091674    sum:913
借   pt:328.5283490365867    sum:1383
对待   pt:328.49349261849295    sum:753
盗窃   pt:328.1818181818185    sum:822
改革   pt:327.5499999999988    sum:849
真话   pt:326.9678294573644    sum:642
酒店   pt:326.54725405313553    sum:866
办公   pt:326.5263813542296    sum:1039
结论   pt:325.69386401327034    sum:1471
捏造   pt:325.1314375279893    sum:720
男朋友   pt:325.0331252674429    sum:697
发呆   pt:324.22962962962725    sum:939
人手   pt:323.5383276298145    sum:3237
慨叹   pt:322.7218045112782    sum:601
团结   pt:322.23015873015805    sum:580
舍弃   pt:322.2184529505548    sum:2073
端详   pt:321.68181818181836    sum:561
章程   pt:321.5048780487807    sum:1298
滑动   pt:320.66666666666697    sum:514
旋转   pt:320.0457079152726    sum:823
暴露   pt:319.9198717948715    sum:852
全身   pt:318.31282051281966    sum:717
划   pt:317.90476190476176    sum:692
钱财   pt:317.78662207357866    sum:777
打听   pt:317.6454545454548    sum:840
妥当   pt:316.0457516339879    sum:611
搜刮   pt:314.58571428571474    sum:693
料理   pt:314.26783804430585    sum:709
注释   pt:313.43859649122794    sum:462
前人   pt:312.0333333333332    sum:491
男   pt:311.9921146953393    sum:591
学生   pt:311.2597264658562    sum:1771
皮肤   pt:311.25356125355916    sum:679
尴尬   pt:309.7114081996367    sum:1304
悬挂   pt:309.6580932580923    sum:1070
夸张   pt:309.6222222222233    sum:804
征收   pt:309.17857142857116    sum:657
决定   pt:308.74268697353716    sum:1978
停留   pt:308.5536796536793    sum:782
提供   pt:308.02233806568415    sum:5017
友谊   pt:308.00476190476036    sum:629
丧失   pt:305.407142857144    sum:672
住房   pt:305.13802863802823    sum:547
咽   pt:305.0238095238094    sum:572
合理   pt:304.87445887446    sum:1042
拖延   pt:303.8940955329516    sum:963
煮   pt:303.3677178796036    sum:842
欣赏   pt:302.90860215053783    sum:651
个头   pt:302.6742424242432    sum:703
梦幻   pt:302.3871187584321    sum:901
和睦   pt:302.0970695970695    sum:666
踏实   pt:301.5575757575762    sum:575
附着   pt:299.888888888889    sum:492
学业   pt:297.9776116241647    sum:975
逮捕   pt:297.8777204006005    sum:1810
用处   pt:297.7919413919412    sum:634
丹心   pt:297.5444444444439    sum:656
割裂   pt:297.3999999999995    sum:534
海洋   pt:297.1088000195317    sum:627
揭露   pt:296.26666666666677    sum:486
饭店   pt:295.85897435897436    sum:605
爱情   pt:295.7354689716856    sum:962
坚定   pt:295.7140522875838    sum:898
风格   pt:295.58666666666664    sum:970
男人   pt:295.41333333333387    sum:627
撕   pt:295.155555555556    sum:527
境界   pt:294.4166666666673    sum:518
敲打   pt:294.1746919746897    sum:930
发   pt:293.51575456053047    sum:617
探悉   pt:292.50000000000034    sum:780
高度   pt:291.9317460317453    sum:800
探望   pt:291.82407407407436    sum:1017
肤浅   pt:291.0886274509807    sum:623
一行   pt:291.00000000000034    sum:506
地形   pt:290.91781006187705    sum:614
追求   pt:290.839555052789    sum:1581
权力   pt:290.5617541878403    sum:717
赢家   pt:290.3298826777089    sum:608
曲牌   pt:290.06064306064286    sum:589
跳舞   pt:289.7121212121212    sum:510
隐瞒   pt:289.1777777777778    sum:496
经验   pt:288.52311612125516    sum:1796
陪衬   pt:288.33925182976395    sum:947
测量   pt:288.1806006117216    sum:649
折磨   pt:287.80555555555446    sum:720
界线   pt:287.5749373433576    sum:894
统率   pt:287.53968253968264    sum:587
漏洞   pt:287.45000000000005    sum:510
内情   pt:287.3343481368414    sum:2421
走   pt:287.1904761904759    sum:654
登记   pt:286.9525745257458    sum:616
再现   pt:286.5847117794484    sum:590
乡村   pt:286.54725274725365    sum:572
相持   pt:286.4320012202505    sum:1492
落空   pt:285.5250841750847    sum:933
悲伤   pt:285.2187822497416    sum:785
垮台   pt:284.0919580419576    sum:902
引导   pt:283.9500000000008    sum:609
价格   pt:283.8767490274586    sum:1781
楼房   pt:283.4208259061204    sum:986
保持   pt:283.232630757222    sum:744
长度   pt:282.89839253305644    sum:982
学校   pt:282.13249459269196    sum:1690
饭   pt:281.8578754578769    sum:1007
蒸发   pt:281.5682572329658    sum:1685
写信   pt:280.9260422615649    sum:903
拒绝   pt:280.701256913021    sum:1560
违法   pt:279.8664297339489    sum:795
老人   pt:279.8380952380929    sum:736
姿势   pt:279.647619047619    sum:556
眼泪   pt:279.60488400488344    sum:649
外出   pt:278.8239651134388    sum:976
尊敬   pt:278.1515151515156    sum:604
古老   pt:277.4969696969699    sum:498
岛屿   pt:277.166666666666    sum:522
合格   pt:276.90000000000026    sum:608
倾心   pt:276.4455266955263    sum:627
遵守   pt:276.2306675780362    sum:609
界限   pt:275.7807017543858    sum:516
链   pt:275.2348314606743    sum:453
邻居   pt:275.0434995112413    sum:603
句   pt:274.7863683418027    sum:577
信服   pt:274.1499999999999    sum:528
纹路   pt:273.8070175438602    sum:418
传递   pt:273.3490196078436    sum:1015
热情   pt:272.30256410256254    sum:1284
琐事   pt:271.8666666666665    sum:652
筹备   pt:271.8050505050504    sum:478
裂开   pt:271.07608695652186    sum:589
肮脏   pt:271.01111111111175    sum:685
限度   pt:270.0466200466202    sum:595
禁止   pt:269.88627531472457    sum:670
可以   pt:269.554575163399    sum:602
浏览   pt:269.54945054945017    sum:515
声音   pt:269.20501224797476    sum:2350
飘   pt:269.10190985485104    sum:638
好似   pt:268.76666666666677    sum:513
相抵   pt:268.6594162826406    sum:1389
阻力   pt:268.5111111111107    sum:797
轮流   pt:268.1666666666664    sum:549
子孙   pt:265.3707547169809    sum:509
摇摆   pt:265.2666666666671    sum:610
上升   pt:264.46666666666664    sum:466
喊   pt:264.20916730328696    sum:1025
忧愁   pt:263.77777777777806    sum:468
商人   pt:263.20238095238096    sum:532
电视机   pt:262.7873860182358    sum:1089
真实   pt:262.5824387888302    sum:2958
生活   pt:262.2142857142845    sum:921
好友   pt:262.12836438923347    sum:491
工资   pt:262.0473684210525    sum:786
开端   pt:261.95238095238096    sum:452
带路   pt:261.1435823754782    sum:797
联系   pt:260.9065830721019    sum:1033
可怕   pt:260.6833333333306    sum:1301
战争   pt:260.6792058516191    sum:768
颤动   pt:260.33333333333394    sum:504
步伐   pt:260.0709956709954    sum:504
目录   pt:259.94935064935066    sum:424
艰苦   pt:259.5339393939392    sum:761
驾驶员   pt:259.1174274556552    sum:845
启程   pt:258.808256585991    sum:1196
稳重   pt:255.6333333333336    sum:464
圆滑   pt:255.55555555555569    sum:405
洗   pt:255.08571428571426    sum:476
江河   pt:254.77142857142817    sum:576
凶残   pt:253.22857142857083    sum:516
供应   pt:253.01165200390852    sum:837
自行车   pt:252.6164835164831    sum:539
含糊   pt:252.17777777777783    sum:522
比作   pt:251.5074481074481    sum:506
关头   pt:251.42857142857176    sum:453
简短   pt:250.93095238095162    sum:501
统治   pt:250.24307692307676    sum:410
漏   pt:249.3042207792207    sum:479
勤奋   pt:249.1666666666668    sum:585
节约   pt:247.8015873015871    sum:635
虚假   pt:247.5555555555556    sum:436
施加   pt:247.52499999999992    sum:463
复习   pt:247.49999999999994    sum:395
做声   pt:247.247619047619    sum:483
学院   pt:246.81684662719164    sum:791
打搅   pt:246.73440395921332    sum:856
智慧   pt:246.72580933559203    sum:417
同学   pt:245.83824280968105    sum:2330
用餐   pt:245.69023261478435    sum:960
绑架   pt:245.6833333333333    sum:466
黑心   pt:245.3030303030302    sum:410
运动员   pt:245.28741258741294    sum:585
座位   pt:243.84700854700853    sum:398
底   pt:243.27037037036945    sum:814
发抖   pt:242.98901098900976    sum:590
固执   pt:242.96969696969737    sum:566
眼镜   pt:242.96038961038963    sum:456
表露   pt:242.8523650262773    sum:615
凸起   pt:242.5714285714289    sum:465
繁殖   pt:242.44444444444446    sum:413
发放   pt:242.1904761904763    sum:440
解脱   pt:241.79738562091566    sum:593
生事   pt:241.75793650793705    sum:583
御   pt:241.2897435897441    sum:1546
必要   pt:241.1444444444445    sum:415
急切   pt:240.91904761904775    sum:466
堕落   pt:240.33976833976868    sum:478
厅   pt:240.3095238095239    sum:453
根本   pt:239.13247863247872    sum:435
批判   pt:238.65686274509778    sum:456
工场   pt:238.09090909090742    sum:509
风度   pt:237.73809523809462    sum:588
致命   pt:237.7036231884058    sum:442
长成   pt:237.613333333335    sum:817
质问   pt:236.59215686274436    sum:887
涂抹   pt:235.584935897436    sum:639
禽   pt:235.0690327936905    sum:520
均匀   pt:235.0122271345677    sum:615
结冰   pt:234.92063492063482    sum:417
违背   pt:233.4826007326005    sum:607
诊断   pt:232.69161290322504    sum:544
迎接   pt:232.32706766917306    sum:427
年   pt:232.02597402597476    sum:896
政府   pt:231.36061737636413    sum:1532
影响   pt:230.73651948050392    sum:4442
功夫   pt:230.16666666666663    sum:562
法律   pt:229.64540172471126    sum:1034
辞职   pt:229.2799999999998    sum:407
仁慈   pt:229.18357487922717    sum:475
灰心   pt:229.14102564102515    sum:659
鱼   pt:228.82377294067348    sum:876
打电话   pt:228.69819819819827    sum:655
储蓄   pt:228.4257040450589    sum:427
拆   pt:226.95273132664448    sum:446
嫁   pt:226.03888888888855    sum:491
驻地   pt:225.9999999999998    sum:472
弱小   pt:225.76923076923129    sum:399
甜   pt:225.63636363636368    sum:538
领土   pt:225.17687074829917    sum:397
货物   pt:225.1099658236498    sum:759
欺骗   pt:224.91919191919212    sum:553
取暖   pt:224.4999999999998    sum:592
命名   pt:224.10784313725503    sum:590
成年人   pt:223.889140271494    sum:494
